Id,hed__Contact__c,hed__Program_Enrollment__c,hed__Program_Enrollment__r.hed__Contact__c,hed__Program_Enrollment__r.hed__Contact__r.FirstName,hed__Program_Enrollment__r.hed__Contact__r.LastName,hed__Course_Offering__c,hed__Course_Offering__r.hed__Course__c,hed__Course_Offering__r.hed__Course__r.Name,hed__Course_Offering__r.hed__Term__c,hed__Course_Offering__r.hed__Term__r.Name,hed__Course_Offering__r.hed__Term__r.hed__Start_Date__c,hed__Course_Offering__r.hed__Term__r.hed__End_Date__c,hed__Status__c,Notations__c
a098c00000sHxF7AAK,0038c00002jGqk2AAC,,,,,a0B8c000012KF9YEAW,a0C8c00000XMMYPEA5,Counseling biblique III,a0P8c00000DoDzTEAV,2012-13,2012-09-01,2013-08-31,Current,
a098c00000sHxF8AAK,0038c00002jGqk2AAC,,,,,a0B8c000012KEy6EAG,a0C8c00000XMMZTEA5,Doctrines essentielles IV,a0P8c00000DoDzXEAV,2016-17,2016-09-01,2017-08-31,Current,AUD
a098c00000sHxF9AAK,0038c00002jGqk2AAC,,,,,a0B8c000012KEwCEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,AUD
a098c00000sHxFAAA0,0038c00002jGqk2AAC,,,,,a0B8c000012KEx7EAG,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,
a098c00000sHxFBAA0,0038c00002jGqk2AAC,,,,,a0B8c000012KEzzEAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,AUD
a098c00000sHxFCAA0,0038c00002jGqk2AAC,,,,,a0B8c000012KF4jEAG,a0C8c00000XMMaREAX,Job et Ecclésiaste,a0P8c00000DoDzQEAV,2009-10,2009-09-01,2010-08-31,Current,AUD
a098c00000sHxFDAA0,0038c00002jGqk2AAC,,,,,a0B8c000012KF7EEAW,a0C8c00000XMMilEAH,Coaching au féminin,a0P8c00000DoDzVEAV,2014-15,2014-09-01,2015-08-31,Current,
a098c00000sHxFEAA0,0038c00002jGqk3AAC,,,,,a0B8c000012KEh1EAG,a0C8c00000XMMXLEA5,Formation chrétienne,a0P8c00000DoDywEAF,1979-80,1979-09-01,1980-08-31,Current,
a098c00000sHxFFAA0,0038c00002jGqk4AAC,,,,,a0B8c000012KEh5EAG,a0C8c00000XMMXMEA5,Philo. de l'école chrétienne,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,ABA
a098c00000sHxFGAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEk1EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHxFHAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEeQEAW,a0C8c00000XMMX9EAP,Bibliologie,a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,
a098c00000sHxFIAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEq4EAG,a0C8c00000XMMYjEAP,Initiation au grec biblique I et II,a0P8c00000DoDz5EAF,1988-89,1988-09-01,1989-08-31,Current,
a098c00000sHxFJAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEuBEAW,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDyzEAF,1982-83,1982-09-01,1983-08-31,Current,
a098c00000sHxFKAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEgFEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHxFLAA0,0038c00002jGr6sAAC,,,,,a0B8c000012KEuWEAW,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,EQV
a098c00000sHxFMAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEk9EAG,a0C8c00000XMMn8EAH,Technique de counseling III (action),a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHxFNAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEoOEAW,a0C8c00000XMMkWEAX,Histoire de l'Église II,a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,
a098c00000sHxFOAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEcEEAW,a0C8c00000XMMX1EAP,AT II : Les livres historiques,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHxFPAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEpFEAW,a0C8c00000XMMYcEAP,Post-Modernisme,a0P8c00000DoDzCEAV,1995-96,1995-09-01,1996-08-31,Current,AUD
a098c00000sHxFQAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEmbEAG,a0C8c00000XMMdxEAH,Théorie et pratique de counseling,a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,INC
a098c00000sHxFRAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEgeEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxFSAA0,0038c00002jGr6sAAC,,,,,a0B8c000012KEd0EAG,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,EQV
a098c00000sHxFTAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEfGEAW,a0C8c00000XMMXBEA5,Atelier d'analyse de textes,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHxFUAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEmiEAG,a0C8c00000XMMmMEAX,Préparation au mariage,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,AUD
a098c00000sHxFVAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEmdEAG,a0C8c00000XMMYJEA5,Counseling et Théologie,a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,AUD
a098c00000sHxFWAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEoTEAW,a0C8c00000XMMjlEAH,Éthique et christianisme,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,ABA
a098c00000sHxFXAA0,0038c00002jGr6sAAC,,,,,a0B8c000012KExxEAG,a0C8c00000XMMZTEA5,Doctrines essentielles IV,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,EQV
a098c00000sHxFYAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEnTEAW,a0C8c00000XMMYIEA5,Oecuménisme contemporain,a0P8c00000DoDz9EAF,1992-93,1992-09-01,1993-08-31,Current,INC
a098c00000sHxFZAA0,0038c00002jGqk5AAC,,,,,a0B8c000012KEn2EAG,a0C8c00000XMMYFEA5,Leadership et autorité,a0P8c00000DoDz8EAF,1991-92,1990-09-01,1992-08-31,Current,AUD
a098c00000sHxFaAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KErDEAW,a0C8c00000XMMm2EAH,Pers. de l'oeuvre missionnaire,a0P8c00000DoDz5EAF,1988-89,1988-09-01,1989-08-31,Current,
a098c00000sHxFbAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEhIEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,
a098c00000sHxFcAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEonEAG,a0C8c00000XMMYVEA5,Église temps modernes (1er par.),a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,AUD
a098c00000sHxFdAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEkhEAG,a0C8c00000XMMXoEAP,Conducteur de cultes (musique),a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHxFeAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEiXEAW,a0C8c00000XMMXZEA5,Homilétique III,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxFfAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEemEAG,a0C8c00000XMMmOEAX,Principes d'interprétation,a0P8c00000DoDz5EAF,1988-89,1988-09-01,1989-08-31,Current,
a098c00000sHxFgAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEkSEAW,a0C8c00000XMMXjEAP,L'homme ds le milieu familial,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxFhAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEmZEAW,a0C8c00000XMMY8EAP,Relation d'aide situation cri.,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxFiAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEjoEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxFjAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEijEAG,a0C8c00000XMMlAEAX,Introduction à l'Église et sa mission,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHxFkAAK,0038c00002jGr6sAAC,,,,,a0B8c000012KF00EAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,EQV
a098c00000sHxFlAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEdtEAG,a0C8c00000XMMjPEAX,Deutéronome,a0P8c00000DoDz5EAF,1988-89,1988-09-01,1989-08-31,Current,
a098c00000sHxFmAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KErdEAG,a0C8c00000XMMYpEAP,Marc - Inductif,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxFnAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEdGEAW,a0C8c00000XMMX3EAP,AT IV : Les Prophètes,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHxFoAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEsdEAG,a0C8c00000XMMYwEAP,Romains (Exégèse),a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,
a098c00000sHxFpAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEcgEAG,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDz0EAF,1983-84,1983-09-01,1984-08-31,Current,
a098c00000sHxFqAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEoGEAW,a0C8c00000XMMkTEAX,Histoire de l'Église I,a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,
a098c00000sHxFrAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEyqEAG,a0C8c00000XMMmiEAH,Sanctification,a0P8c00000DoDz1EAF,1984-85,1984-09-01,1985-08-31,Current,
a098c00000sHxFsAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEzHEAW,a0C8c00000XMMZfEAP,Théologie des ordonnances,a0P8c00000DoDzBEAV,1994-95,1994-09-01,1995-08-31,Current,AUD
a098c00000sHxFtAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEzGEAW,a0C8c00000XMMZeEAP,Intégration théol. bibl. syst.,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,AUD
a098c00000sHxFuAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KF1KEAW,a0C8c00000XMMmbEAH,Relation d'aide auprès des adolescents,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHxFvAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEyfEAG,a0C8c00000XMMmsEAH,Sotériologie,a0P8c00000DoDz6EAF,1989-90,1989-09-01,1990-08-31,Current,
a098c00000sHxFwAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KExLEAW,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDz7EAF,1990-91,1990-09-01,1991-08-31,Current,
a098c00000sHxFxAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEzYEAW,a0C8c00000XMMkeEAH,Histoire de la théologie,a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHxFyAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEw1EAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzBEAV,1994-95,1994-09-01,1995-08-31,Current,AUD
a098c00000sHxFzAAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEydEAG,a0C8c00000XMMZWEA5,Rédemption,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHxG0AAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEuoEAG,a0C8c00000XMMZAEA5,Epîtres de prison,a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHxG1AAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEyTEAW,a0C8c00000XMMijEAH,Christologie,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxG2AAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEyKEAW,a0C8c00000XMMiKEAX,Anthropologie biblique,a0P8c00000DoDz4EAF,1987-88,1987-09-01,1988-08-31,Current,
a098c00000sHxG3AAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEyuEAG,a0C8c00000XMMiGEAX,Amillénarisme,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxG4AAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEwWEAW,a0C8c00000XMMZPEA5,Doctrines Essentielles,a0P8c00000DoDyyEAF,1981-82,1981-09-01,1982-08-31,Current,
a098c00000sHxG5AAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEvlEAG,a0C8c00000XMMZNEA5,Dev. mouv. pent.char. vineyard,a0P8c00000DoDzBEAV,1994-95,1994-09-01,1995-08-31,Current,AUD
a098c00000sHxG6AAK,0038c00002jGqk5AAC,,,,,a0B8c000012KEz3EAG,a0C8c00000XMMZZEA5,Théologie biblique de l'Ancien Testament,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxG7AAK,0038c00002jGqk6AAC,,,,,a0B8c000012KEwHEAW,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzSEAV,2011-12,2011-09-01,2012-08-31,Current,AUD
a098c00000sHxG8AAK,0038c00002jGqk7AAC,,,,,a0B8c000012KEjmEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDyxEAF,1980-81,1980-09-01,1981-08-31,Current,
a098c00000sHxG9AAK,0038c00002jGqk7AAC,,,,,a0B8c000012KF0MEAW,a0C8c00000XMMZrEAP,Néhémie,a0P8c00000DoDzGEAV,1999-00,1999-09-01,2000-08-31,Current,
a098c00000sHxGAAA0,0038c00002jGqk8AAC,,,,,a0B8c000012KEgeEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxGBAA0,0038c00002jGqk8AAC,,,,,a0B8c000012KEk1EAG,a0C8c00000XMMcTEAX,Technique de counseling I-II (ex./co.),a0P8c00000DoDz2EAF,1985-86,1985-09-01,1986-08-31,Current,
a098c00000sHxGCAA0,0038c00002jGqk8AAC,,,,,a0B8c000012KEjoEAG,a0C8c00000XMMXeEAP,Cure d'âme biblique,a0P8c00000DoDz3EAF,1986-87,1986-09-01,1987-08-31,Current,
a098c00000sHxGDAA0,0038c00002jGqk8AAC,,,,,a0B8c000012KExOEAW,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,ABA
a098c00000sHxGEAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEevEAG,a0C8c00000XMMmOEAX,Principes d'interprétation,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,
a098c00000sHxGFAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEgLEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,ABA
a098c00000sHxGGAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEfSEAW,a0C8c00000XMMXBEA5,Atelier d'analyse de textes,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHxGHAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEitEAG,a0C8c00000XMMlAEAX,Introduction à l'Église et sa mission,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHxGIAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEsrEAG,a0C8c00000XMMYxEAP,Epître aux Galates,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHxGJAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEgNEAW,a0C8c00000XMMXHEA5,Homilétique II,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHxGKAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEqBEAW,a0C8c00000XMMYjEAP,Initiation au grec biblique I et II,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,
a098c00000sHxGLAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEmjEAG,a0C8c00000XMMmMEAX,Préparation au mariage,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHxGMAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEdpEAG,a0C8c00000XMMmWEAX,Psaumes,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHxGNAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEqeEAG,a0C8c00000XMMjrEAH,Exégèse grecque I et II,a0P8c00000DoDzKEAV,2003-04,2003-09-01,2004-08-31,Current,
a098c00000sHxGOAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEuPEAW,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDzGEAV,1999-00,1999-09-01,2000-08-31,Current,
a098c00000sHxGPAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEdUEAW,a0C8c00000XMMX3EAP,AT IV : Les Prophètes,a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHxGQAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEroEAG,a0C8c00000XMMYpEAP,Marc - Inductif,a0P8c00000DoDzGEAV,1999-00,1999-09-01,2000-08-31,Current,
a098c00000sHxGRAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEcyEAG,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHxGSAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEhOEAW,a0C8c00000XMMXOEA5,Évangélisation,a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHxGTAA0,0038c00002jGr7UAAS,,,,,a0B8c000012KF2mEAG,a0C8c00000XMMaHEAX,Survol de l'Ancien Testament,a0P8c00000DoDzUEAV,2013-14,2013-09-01,2014-08-31,Current,EQV
a098c00000sHxGUAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEsiEAG,a0C8c00000XMMYwEAP,Romains (Exégèse),a0P8c00000DoDzKEAV,2003-04,2003-09-01,2004-08-31,Current,
a098c00000sHxGVAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEhoEAG,a0C8c00000XMMXQEA5,Établiss. exp. Église Actes,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHxGWAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEgpEAG,a0C8c00000XMMnYEAX,Théologie pastorale,a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHxGXAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KErIEAW,a0C8c00000XMMm2EAH,Pers. de l'oeuvre missionnaire,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,
a098c00000sHxGYAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEtiEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDzGEAV,1999-00,1999-09-01,2000-08-31,Current,
a098c00000sHxGZAA0,0038c00002jGqk9AAC,,,,,a0B8c000012KEcQEAW,a0C8c00000XMMX1EAP,AT II : Les livres historiques,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHxGaAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEmHEAW,a0C8c00000XMMY2EAP,Formation dans l'Église locale,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHxGbAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEozEAG,a0C8c00000XMMiOEAX,Apologétique,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,
a098c00000sHxGcAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEjHEAW,a0C8c00000XMMXbEAP,Administration,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,
a098c00000sHxGdAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEnuEAG,a0C8c00000XMMYSEA5,Survol de l'histoire de l'Église,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHxGeAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEulEAG,a0C8c00000XMMZ9EAP,Matthieu II,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,
a098c00000sHxGfAAK,0038c00002jGr8IAAS,,,,,a0B8c000012KEtmEAG,a0C8c00000XMMZ4EAP,Survol du Nouveau Testament II,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,EQV
a098c00000sHxGgAAK,0038c00002jGr8IAAS,,,,,a0B8c000012KEdTEAW,a0C8c00000XMMX3EAP,AT IV : Les Prophètes,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,EQV
a098c00000sHxGhAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEw8EAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,
a098c00000sHxGiAAK,0038c00002jGr8IAAS,,,,,a0B8c000012KEuSEAW,a0C8c00000XMMZ6EAP,Survol du Nouveau Testament III,a0P8c00000DoDzKEAV,2003-04,2003-09-01,2004-08-31,Current,EQV
a098c00000sHxGjAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEzuEAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHxGkAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KF0VEAW,a0C8c00000XMMlSEAX,Le leader et son équipe,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHxGlAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEvVEAW,a0C8c00000XMMZLEA5,Initiation à la recherche,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHxGmAAK,0038c00002jGr8IAAS,,,,,a0B8c000012KEcxEAG,a0C8c00000XMMX2EAP,AT III : Les livres poétiques,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,EQV
a098c00000sHxGnAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEwtEAG,a0C8c00000XMMZQEA5,Doctrines essentielles II,a0P8c00000DoDzHEAV,2000-01,2000-09-01,2001-08-31,Current,
a098c00000sHxGoAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEukEAG,a0C8c00000XMMZ8EAP,Matthieu I,a0P8c00000DoDzKEAV,2003-04,2003-09-01,2004-08-31,Current,
a098c00000sHxGpAAK,0038c00002jGr8IAAS,,,,,a0B8c000012KEcQEAW,a0C8c00000XMMX1EAP,AT II : Les livres historiques,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,EQV
a098c00000sHxGqAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KF93EAG,a0C8c00000XMMbdEAH,I Thessaloniciens,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHxGrAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KF13EAG,a0C8c00000XMMZyEAP,Bibliologie (2ème partie),a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHxGsAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KExWEAW,a0C8c00000XMMZSEA5,Doctrines essentielles III,a0P8c00000DoDzJEAV,2002-03,2002-09-01,2003-08-31,Current,
a098c00000sHxGtAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KF0zEAG,a0C8c00000XMMZxEAP,Bibliologie (1e partie),a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,
a098c00000sHxGuAAK,0038c00002jGr8IAAS,,,,,a0B8c000012KEzxEAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzLEAV,2004-05,2004-09-01,2005-08-31,Current,EQV
a098c00000sHxGvAAK,0038c00002jGr90AAC,,,,,a0B8c000012KEiZEAW,a0C8c00000XMMXZEA5,Homilétique III,a0P8c00000DoDzOEAV,2007-08,2007-09-01,2008-08-31,Current,EQV
a098c00000sHxGwAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KEuxEAG,a0C8c00000XMMZBEA5,Épîtres pastorales,a0P8c00000DoDzNEAV,2006-07,2006-09-01,2007-08-31,Current,
a098c00000sHxGxAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KExwEAG,a0C8c00000XMMZTEA5,Doctrines essentielles IV,a0P8c00000DoDzMEAV,2005-06,2005-09-01,2006-08-31,Current,
a098c00000sHxGyAAK,0038c00002jGqk9AAC,,,,,a0B8c000012KF17EAG,a0C8c00000XMMkNEAX,Gestion des conflits dans l'Église,a0P8c00000DoDzKEAV,2003-04,2003-09-01,2004-08-31,Current,
a098c00000sHxGzAAK,0038c00002jGqkAAAS,,,,,a0B8c000012KEh1EAG,a0C8c00000XMMXLEA5,Formation chrétienne,a0P8c00000DoDywEAF,1979-80,1979-09-01,1980-08-31,Current,
a098c00000sHxH0AAK,0038c00002jGqkBAAS,,,,,a0B8c000012KEw7EAG,a0C8c00000XMMZOEA5,Doctrines essentielles I,a0P8c00000DoDzIEAV,2001-02,2001-09-01,2002-08-31,Current,AUD
a098c00000sHxH1AAK,0038c00002jGqkCAAS,,,,,a0B8c000012KF1SEAW,a0C8c00000XMMmbEAH,Relation d'aide auprès des adolescents,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,ABA
a098c00000sHxH2AAK,0038c00002jGqkCAAS,,,,,a0B8c000012KEzoEAG,a0C8c00000XMMiSEAX,AT I : Pentateuque,a0P8c00000DoDzAEAV,1993-94,1993-09-01,1994-08-31,Current,ABA
